,tempo,rms_harmonic_mean,rms_harmonic_var,rms_percussive_mean,rms_percussive_var,spectral_centroid_mean,spectral_centroid_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossings,chroma_stft_0_mean,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_0_var,chroma_stft_1_var,chroma_stft_2_var,chroma_stft_3_var,chroma_stft_4_var,chroma_stft_5_var,chroma_stft_6_var,chroma_stft_7_var,chroma_stft_8_var,chroma_stft_9_var,chroma_stft_10_var,chroma_stft_11_var,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,MFCC_6_mean,MFCC_7_mean,MFCC_8_mean,MFCC_9_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_13_mean,MFCC_14_mean,MFCC_15_mean,MFCC_16_mean,MFCC_17_mean,MFCC_18_mean,MFCC_19_mean,MFCC_20_mean,MFCC_1_var,MFCC_2_var,MFCC_3_var,MFCC_4_var,MFCC_5_var,MFCC_6_var,MFCC_7_var,MFCC_8_var,MFCC_9_var,MFCC_10_var,MFCC_11_var,MFCC_12_var,MFCC_13_var,MFCC_14_var,MFCC_15_var,MFCC_16_var,MFCC_17_var,MFCC_18_var,MFCC_19_var,MFCC_20_var,key_A,key_Ab,key_B,key_Bb,key_C,key_C#,key_D,key_E,key_Eb,key_F,key_F#,key_G,scale_major,scale_minor
0,0.004173646705884607,0.006859384789701233,0.00469329779251545,0.011890150965053303,0.005490417895164126,0.00616840789869526,0.009147169933654805,0.007665787972575264,0.006203516753750941,0.01735546028614942,0.004189138920831309,0.004315398747189937,0.0029706993522253203,0.0038356458222495895,0.0037767022513272783,0.003498819134769709,0.0035893049079920303,0.0036269301644750083,0.003003447004469729,0.003383951947434941,0.003725457621163856,0.0027737692624338647,0.0030668814500062896,0.004661853461723263,0.0032022359094740637,0.0033729237268219385,0.0033415081478386896,0.003130976017918663,0.003973932670829948,0.003752000096276809,0.0029716621754099087,0.003208411463971799,0.004193521155738805,0.003639666522872068,0.015543164026313876,0.012626415480594792,0.006566280996161759,0.009577735129711495,0.005358567462578216,0.00586755922816704,0.0038273772130026887,0.004776192747851752,0.005049010835692674,0.005440196194104897,0.0033152409331906356,0.003847227958649543,0.003932994725012794,0.003982412883913039,0.0036395321824661013,0.00393196398235839,0.008270938994582451,0.004050067870645437,0.003494338980487647,0.00493073908517384,0.006825955885094517,0.0066363012784404485,0.004767423089364311,0.003713194657232919,0.00426401531597277,0.003786281436521974,0.0034636703753377768,0.006211070719075451,0.0030907600075404285,0.0033295004805858914,0.003942220445053979,0.004431004253880154,0.0036451156242136226,0.002589280640020917,0.004427417607041186,0.002734394903242152,0.003619477160822393,0.0023414090667562425,0.0029506234612921406,0.005658352136202511,0.0021739430162140347,0.0010448501938557545,0.0011275552245082194,0.0011629363871993662,0.00228861139741613,0.0014602922062895592,0.0015818779220553207,0.0017933249727970124,0.0009259614737292588,0.0016155414476597026,0.0012872282934891489,0.0017067465931035635,0.0022033804656126322,0.0034078561023342642
